1099.2	0	0								
648	326	0								
1098.5	24.174	0								
1096.3	48.405	0								
1092.5	72.354	0								
1086.8	95.942	0								
1079.2	118.99	0								
1069.7	141.27	0								
1058.1	162.58	0								
1044.5	182.69	0								
1029.1	201.43	0								
1012.1	218.67	0								
993.59	234.36	0								
973.88	248.49	0								
953.16	261.11	0								
931.64	272.3	0								
909.48	282.17	0								
886.81	290.81	0								
863.75	298.35	0								
840.39	304.89	0								
816.79	310.48	0								
792.97	315.12	0								
769	318.83	0								
744.91	321.67	0								
720.73	323.71	0								
696.51	325.05	0								
672.26	325.78	0								
648	-326	-3.99E-14								
1098.5	-24.174	-2.96E-15								
1096.3	-48.405	-5.93E-15								
1092.5	-72.354	-8.86E-15								
1086.8	-95.942	-1.18E-14								
1079.2	-118.99	-1.46E-14								
1069.7	-141.27	-1.73E-14								
1058.1	-162.58	-1.99E-14								
1044.5	-182.69	-2.24E-14								
1029.1	-201.43	-2.47E-14								
1012.1	-218.67	-2.68E-14								
993.59	-234.36	-2.87E-14								
973.88	-248.49	-3.04E-14								
953.16	-261.11	-3.20E-14								
931.64	-272.3	-3.33E-14								
909.48	-282.17	-3.46E-14								
886.81	-290.81	-3.56E-14								
863.75	-298.35	-3.65E-14								
840.39	-304.89	-3.73E-14								
816.79	-310.48	-3.80E-14								
792.97	-315.12	-3.86E-14								
769	-318.83	-3.90E-14								
744.91	-321.67	-3.94E-14								
720.73	-323.71	-3.96E-14								
696.51	-325.05	-3.98E-14								
672.26	-325.78	-3.99E-14								
648	3.99E-14	-326								
-648	3.99E-14	-326								
-648	-326	-3.99E-14								
-1099.2	-2.56E-14	0								
-672.26	-325.78	-3.99E-14								
-696.51	-325.05	-3.98E-14								
-720.73	-323.71	-3.96E-14								
-744.91	-321.67	-3.94E-14								
-769	-318.83	-3.90E-14								
-792.97	-315.12	-3.86E-14								
-816.79	-310.48	-3.80E-14								
-840.39	-304.89	-3.73E-14								
-863.75	-298.35	-3.65E-14								
-886.81	-290.81	-3.56E-14								
-909.48	-282.17	-3.46E-14								
-931.64	-272.3	-3.33E-14								
-953.16	-261.11	-3.20E-14								
-973.88	-248.49	-3.04E-14								
-993.59	-234.36	-2.87E-14								
-1012.1	-218.67	-2.68E-14								
-1029.1	-201.43	-2.47E-14								
-1044.5	-182.69	-2.24E-14								
-1058.1	-162.58	-1.99E-14								
-1069.7	-141.27	-1.73E-14								
-1079.2	-118.99	-1.46E-14								
-1086.8	-95.942	-1.18E-14								
-1092.5	-72.354	-8.86E-15								
-1096.3	-48.405	-5.93E-15								
-1098.5	-24.154	-2.96E-15								
-648	326	0								
-672.26	325.78	0								
-696.51	325.05	0								
-720.73	323.71	0								
-744.91	321.67	0								
-769	318.83	0								
-792.97	315.12	0								
-816.79	310.48	0								
-840.39	304.89	0								
-863.75	298.35	0								
-886.81	290.81	0								
-909.48	282.17	0								
-931.64	272.3	0								
-953.16	261.11	0								
-973.88	248.49	0								
-993.59	234.36	0								
-1012.1	218.67	0								
-1029.1	201.43	0								
-1044.5	182.69	0								
-1058.1	162.58	0								
-1069.7	141.27	0								
-1079.2	118.99	0								
-1086.8	95.942	0								
-1092.5	72.354	0								
-1096.3	48.405	0								
-1098.5	24.154	0								
648	0	326								
-648	0	326								
623.08	-24.362	325.09								
623.08	-48.588	322.36								
623.08	-72.542	317.83								
623.08	-96.09	311.52								
623.08	-119.1	303.46								
623.08	-141.45	293.72								
623.08	-163	282.32								
623.08	-183.64	269.35								
623.08	-203.26	254.88								
623.08	-221.74	238.97								
623.08	-238.97	221.74								
623.08	-254.88	203.26								
623.08	-269.35	183.64								
623.08	-282.32	163								
623.08	-293.72	141.45								
623.08	-303.46	119.1								
623.08	-311.52	96.09								
623.08	-317.83	72.542								
623.08	-322.36	48.588								
623.08	-325.09	24.362								
623.08	-326	2.00E-14								
623.08	-325.09	-24.362								
623.08	-322.36	-48.588								
623.08	-317.83	-72.542								
623.08	-311.52	-96.09								
623.08	-303.46	-119.1								
623.08	-293.72	-141.45								
623.08	-282.32	-163								
623.08	-269.35	-183.64								
623.08	-254.88	-203.26								
623.08	-238.97	-221.74								
623.08	-221.74	-238.97								
623.08	-203.26	-254.88								
623.08	-183.64	-269.35								
623.08	-163	-282.32								
623.08	-141.45	-293.72								
623.08	-119.1	-303.46								
623.08	-96.09	-311.52								
623.08	-72.542	-317.83								
623.08	-48.588	-322.36								
623.08	-24.362	-325.09								
598.15	-24.362	325.09								
598.15	-48.588	322.36								
598.15	-72.542	317.83								
598.15	-96.09	311.52								
598.15	-119.1	303.46								
598.15	-141.45	293.72								
598.15	-163	282.32								
598.15	-183.64	269.35								
598.15	-203.26	254.88								
598.15	-221.74	238.97								
598.15	-238.97	221.74								
598.15	-254.88	203.26								
598.15	-269.35	183.64								
598.15	-282.32	163								
598.15	-293.72	141.45								
598.15	-303.46	119.1								
598.15	-311.52	96.09								
598.15	-317.83	72.542								
598.15	-322.36	48.588								
598.15	-325.09	24.362								
598.15	-326	2.00E-14								
598.15	-325.09	-24.362								
598.15	-322.36	-48.588								
598.15	-317.83	-72.542								
598.15	-311.52	-96.09								
598.15	-303.46	-119.1								
598.15	-293.72	-141.45								
598.15	-282.32	-163								
598.15	-269.35	-183.64								
598.15	-254.88	-203.26								
598.15	-238.97	-221.74								
598.15	-221.74	-238.97								
598.15	-203.26	-254.88								
598.15	-183.64	-269.35								
598.15	-163	-282.32								
598.15	-141.45	-293.72								
598.15	-119.1	-303.46								
598.15	-96.09	-311.52								
598.15	-72.542	-317.83								
598.15	-48.588	-322.36								
598.15	-24.362	-325.09								
573.23	-24.362	325.09								
573.23	-48.588	322.36								
573.23	-72.542	317.83								
573.23	-96.09	311.52								
573.23	-119.1	303.46								
573.23	-141.45	293.72								
573.23	-163	282.32								
573.23	-183.64	269.35								
573.23	-203.26	254.88								
573.23	-221.74	238.97								
573.23	-238.97	221.74								
573.23	-254.88	203.26								
573.23	-269.35	183.64								
573.23	-282.32	163								
573.23	-293.72	141.45								
573.23	-303.46	119.1								
573.23	-311.52	96.09								
573.23	-317.83	72.542								
573.23	-322.36	48.588								
573.23	-325.09	24.362								
573.23	-326	2.00E-14								
573.23	-325.09	-24.362								
573.23	-322.36	-48.588								
573.23	-317.83	-72.542								
573.23	-311.52	-96.09								
573.23	-303.46	-119.1								
573.23	-293.72	-141.45								
573.23	-282.32	-163								
573.23	-269.35	-183.64								
573.23	-254.88	-203.26								
573.23	-238.97	-221.74								
573.23	-221.74	-238.97								
573.23	-203.26	-254.88								
573.23	-183.64	-269.35								
573.23	-163	-282.32								
573.23	-141.45	-293.72								
573.23	-119.1	-303.46								
573.23	-96.09	-311.52								
573.23	-72.542	-317.83								
573.23	-48.588	-322.36								
573.23	-24.362	-325.09								
548.31	-24.362	325.09								
548.31	-48.588	322.36								
548.31	-72.542	317.83								
